rate,avgbs
5.520869,74.36363636363636
0.388314,81.86363636363636
1.736583,72.13636363636364
6.118317,87.45454545454545
1.87478,64.68181818181819
0.237055,63.59090909090909
0.00939,40.95454545454545
0.889891,74.95454545454545
0.089552,60.95454545454545
4.80923,67.0
0.073763,57.5
0.123747,55.90909090909091
1.059475,47.68181818181818
0.236039,73.4090909090909
4.673936,73.0909090909091
0.567248,50.27272727272727
0.645419,71.04545454545455
0.548327,63.18181818181818
0.554713,65.0
4.951523,73.27272727272727
0.755601,58.86363636363637
0.393896,65.63636363636364
2.962655,54.90909090909091
3.542317,60.04545454545455
0.944524,69.9090909090909
1.214321,63.22727272727273
2.301496,72.45454545454545
0.42301,54.63636363636363
0.058846,32.31818181818182
0.610831,65.81818181818181
2.595279,68.72727272727273
0.053773,42.86363636363637
4.982291,68.54545454545455
0.185533,59.31818181818182
4.074779,77.22727272727273
5.952008,75.0
0.106688,60.31818181818182
7.520191,69.13636363636364
0.2894,52.36363636363637
3.896152,75.5
0.456471,53.95454545454545
8.60777,61.0
6.599633,76.0
0.709116,60.31818181818182
2.235049,77.45454545454545
1.2387,66.0909090909091
4.190606,61.81818181818182
1.964704,68.5909090909091
6.326201,76.86363636363636
2.449542,48.40909090909091
4.172605,60.27272727272727
1.293733,60.13636363636363
0.369364,67.13636363636364
3.228042,76.27272727272727
2.410624,63.40909090909091
1.416308,79.45454545454545
0.230825,52.68181818181818
2.634064,71.9090909090909
0.859344,70.9090909090909
0.764658,73.63636363636364
1.989892,79.4090909090909
1.089409,61.81818181818182
0.333977,53.45454545454545
0.670764,63.90909090909091
2.121654,70.72727272727273
1.721518,74.5909090909091
6.078937,61.22727272727273
2.520176,70.54545454545455
0.511502,75.4090909090909
3.015754,72.63636363636364
2.740648,84.18181818181819
0.099608,40.81818181818182
2.158414,55.18181818181818
0.975401,78.31818181818181
6.221483,71.13636363636364
1.727809,67.0909090909091
4.16479,56.77272727272727
1.68477,72.27272727272727
0.497172,69.95454545454545
5.62991,79.63636363636364
0.06644,64.5909090909091
1.187584,74.0909090909091
2.201346,78.04545454545455
5.398778,67.13636363636364
0.968557,53.86363636363637
1.665877,78.31818181818181
1.949212,79.31818181818181
6.793394,64.45454545454545
2.537099,66.81818181818181
0.05571,61.63636363636363
2.2373,70.54545454545455
2.939414,62.04545454545455
4.500596,65.68181818181819
0.205483,52.04545454545455
1.835323,59.18181818181818
0.136822,46.59090909090909
0.58834,81.22727272727273
0.423539,60.31818181818182
0.857462,80.18181818181819
3.109637,62.04545454545455
0.462565,68.31818181818181
2.027096,55.54545454545455
1.33031,82.31818181818181
3.193266,57.40909090909091
0.33489,60.31818181818182
0.466807,55.86363636363637
0.05896,27.0
2.138802,73.68181818181819
3.431021,70.5
0.546395,68.77272727272727
3.096347,68.72727272727273
2.788883,77.4090909090909
7.706292,75.95454545454545
0.595998,71.13636363636364
1.729167,60.08571428571429
1.181375,68.1304347826087
0.227745,46.066265060240966
1.074517,67.28169014084507
2.047902,91.66666666666667
3.159881,75.33870967741936
0.6483,55.37125748502994
0.147436,53.742138364779876
2.328989,59.72727272727273
0.095539,43.76315789473684
4.180398,79.98387096774194
2.793299,64.7378640776699
3.006021,63.17460317460318
2.254032,68.60044150110376
0.039467,44.375
