seed,gtnum,sites,duprate,lossrate,transferrate,pop,indelible_rate,avg_bs,nb_leaves,avg_brlen,height,max_copy,mean_copy,rf_eccetera,rf_iqtree
3007,36,300,2,2,1.0,10,0.374052,81.33333333333333,15,0.04482650107142859,0.4090543,3,1.1538461538461537,0.08333333333333333,0.25
3007,37,300,2,2,1.0,10,0.58491,68.65217391304348,26,0.07811557680000002,1.1353314600000002,7,3.25,0.21739130434782608,0.13043478260869565
3007,38,300,2,2,1.0,10,1.155966,94.33333333333333,6,0.026061135000000003,0.09648667,3,2.0,0.0,0.0
3007,39,300,2,2,1.0,10,1.767254,92.0,4,0.014743861666666669,0.043116100000000004,4,4.0,0.0,0.0
3007,40,300,2,2,1.0,10,2.704831,88.0,15,0.09459314607142856,1.24327675,4,1.6666666666666667,0.0,0.0
3007,41,300,2,2,1.0,10,1.603689,80.85714285714286,10,0.12497437944444445,0.9395051700000001,4,2.5,0.0,0.42857142857142855
3007,42,300,2,2,1.0,10,2.582592,52.0,5,0.02854855,0.10569347,2,1.6666666666666667,1.0,0.5
3007,43,300,2,2,1.0,10,0.66603,84.51515151515152,36,0.08300337557142853,1.32577729,3,1.44,0.09090909090909091,0.12121212121212122
3007,44,300,2,2,1.0,10,0.202608,73.76190476190476,45,0.029898661704545474,0.44496455,4,2.142857142857143,0.3333333333333333,0.35714285714285715
3007,45,300,2,2,1.0,10,0.225425,73.82978723404256,50,0.062330444897959164,1.3689015500000001,4,2.1739130434782608,0.19148936170212766,0.2127659574468085
3007,46,300,2,2,1.0,10,0.705955,74.26666666666667,33,0.03340095218749998,0.65653509,2,1.434782608695652,0.16666666666666666,0.13333333333333333
3007,47,300,2,2,1.0,10,0.013629,82.0,5,0.02575147625,0.08857411999999999,2,1.25,0.0,0.5
3007,48,300,2,2,1.0,10,4.448764,87.89189189189189,40,0.03768410205128204,0.47541019,4,2.1052631578947367,0.10810810810810811,0.16216216216216217
3007,49,300,2,2,1.0,10,0.80152,64.69135802469135,84,0.02431884945783133,0.7801366700000001,9,4.9411764705882355,0.25925925925925924,0.2716049382716049
3007,50,300,2,2,1.0,10,2.308255,81.5,25,0.05069650333333333,0.75492448,3,1.6666666666666667,0.13636363636363635,0.18181818181818182
3007,51,300,2,2,1.0,10,1.373273,90.93333333333334,18,0.03872252117647059,0.3829833,1,1.0,0.13333333333333333,0.2
3007,52,300,2,2,1.0,10,6.882031,68.88888888888889,12,0.05541834727272728,0.41858411,4,3.0,0.3333333333333333,0.3333333333333333
3007,53,300,2,2,1.0,10,0.016565,37.70967741935484,34,0.028772971212121214,0.45612573000000006,2,2.0,0.6451612903225806,0.6774193548387096
3007,54,300,2,2,1.0,10,2.345353,74.10695187165776,190,0.02638222849206353,1.77177549,20,10.0,0.23529411764705882,0.25133689839572193
3007,55,300,2,2,1.0,10,1.340529,83.0,4,0.046476935000000004,0.20675364,1,1.0,0.0,0.0
3007,56,300,2,2,1.0,10,1.442957,85.22222222222223,30,0.06876864120689652,1.3316366199999998,2,1.2,0.07407407407407407,0.07407407407407407
3007,57,300,2,2,1.0,10,0.784326,73.01492537313433,70,0.0684538312318841,1.67985631,6,3.0434782608695654,0.1791044776119403,0.19402985074626866
3007,58,300,2,2,1.0,10,1.329787,97.0,4,0.005548596666666667,0.01719882,2,2.0,0.0,0.0
3007,59,300,2,2,1.0,10,0.384045,70.11111111111111,30,0.084630165,1.4557841,9,7.5,0.14814814814814814,0.2222222222222222
3007,60,300,2,2,1.0,10,1.922919,-1,3,0.0521608375,0.12555634999999998,1,1.0,-1,-1
3007,61,300,2,2,1.0,10,1.664592,74.27777777777777,21,0.05828943124999999,0.79844526,2,1.2352941176470589,0.05555555555555555,0.16666666666666666
3007,62,300,2,2,1.0,10,1.524322,66.45454545454545,14,0.10094589461538464,1.29538091,5,3.5,0.18181818181818182,0.36363636363636365
